y[mm],cla,clb,cd,cl,cz,C[mm],C*cz[mm],w[kg/mm],sa[N],si[N],S[N],M[N*m]
2475,1.09215,-0.013049999999999999,0.1086,1.51596,1.49486436535,1605.3000000000002,2399.70576569,0.15680000000000002,17482.032185809134,1639.352871367911,15842.679314441222,16652.945991159017
2476,1.092144,-0.013087999999999999,0.108596,1.5159136,1.49481844178,1605.088,2399.31514308,0.15680000000000002,17472.345971668743,1638.703622705983,15833.64234896276,16636.880144980798
2477,1.092138,-0.013125999999999999,0.108592,1.5158672,1.49477251821,1604.876,2398.92453993,0.15680000000000002,17462.662125902945,1638.0543740440548,15824.60775185889,16620.824261737434
2478,1.0921319999999999,-0.013163999999999999,0.108588,1.5158208,1.49472659464,1604.664,2398.53395626,0.15680000000000002,17452.98064829857,1637.4051253821272,15815.575522916442,16604.778338293032
2479,1.092126,-0.013201999999999998,0.108584,1.5157744,1.49468067107,1604.452,2398.14339205,0.15680000000000002,17443.30153864244,1636.7558767201995,15806.545661922242,16588.74237151204
2480,1.09212,-0.013239999999999998,0.10858,1.515728,1.4946347475,1604.24,2397.75284732,0.15680000000000002,17433.624796721393,1636.1066280582716,15797.518168663122,16572.716358259237
2481,1.092114,-0.013278000000000002,0.108576,1.5156816,1.49458882392,1604.028,2397.36232206,0.15680000000000002,17423.95042232224,1635.4573793963434,15788.493042925897,16556.700295399747
2482,1.092108,-0.013316000000000001,0.108572,1.5156352,1.49454290035,1603.816,2396.97181627,0.15680000000000002,17414.278415231813,1634.8081307344155,15779.470284497398,16540.69417979903
2483,1.092102,-0.013354000000000001,0.108568,1.5155888,1.49449697678,1603.604,2396.58132996,0.15680000000000002,17404.60877523693,1634.1588820724878,15770.449893164443,16524.698008322885
2484,1.092096,-0.013392000000000001,0.108564,1.5155424,1.49445105321,1603.392,2396.19086311,0.15680000000000002,17394.941502124417,1633.5096334105601,15761.431868713857,16508.711777837427
2485,1.09209,-0.013430000000000001,0.10856,1.515496,1.49440512964,1603.18,2395.80041574,0.15680000000000002,17385.276595681105,1632.860384748632,15752.416210932473,16492.735485209152
2486,1.092084,-0.013468,0.108556,1.5154496,1.49435920607,1602.9679999999998,2395.40998784,0.15680000000000002,17375.61405569382,1632.211136086704,15743.402919607115,16476.769127304844
2487,1.0920779999999999,-0.013506,0.108552,1.5154032,1.4943132825,1602.7559999999999,2395.01957941,0.15680000000000002,17365.953881949383,1631.5618874247762,15734.391994524607,16460.812700991657
2488,1.092072,-0.013544,0.108548,1.5153568,1.49426735893,1602.5439999999999,2394.62919045,0.15680000000000002,17356.296074234608,1630.9126387628485,15725.383435471758,16444.866203137073
2489,1.092066,-0.013582,0.108544,1.5153104,1.49422143536,1602.3319999999999,2394.23882096,0.15680000000000002,17346.640632336344,1630.2633901009203,15716.377242235423,16428.929630608913
2490,1.09206,-0.01362,0.10854,1.515264,1.49417551179,1602.12,2393.84847095,0.15680000000000002,17336.98755604139,1629.6141414389926,15707.373414602396,16413.00298027533
2491,1.092054,-0.013658,0.108536,1.5152176,1.49412958822,1601.908,2393.45814041,0.15680000000000002,17327.33684513659,1628.9648927770647,15698.371952359525,16397.086249004813
2492,1.092048,-0.013696,0.108532,1.5151712,1.49408366465,1601.696,2393.06782933,0.15680000000000002,17317.688499408767,1628.3156441151368,15689.37285529363,16381.1794336662
2493,1.092042,-0.013734,0.108528,1.5151248,1.49403774108,1601.484,2392.67753773,0.15680000000000002,17308.042518644736,1627.6663954532087,15680.376123191527,16365.282531128649
2494,1.092036,-0.013772,0.108524,1.5150784,1.49399181751,1601.272,2392.2872656,0.15680000000000002,17298.39890263132,1627.017146791281,15671.38175584004,16349.395538261673
2495,1.09203,-0.01381,0.10852,1.515032,1.49394589394,1601.06,2391.89701295,0.15680000000000002,17288.75765115536,1622.9227978546917,15665.834853300668,16333.537191224948
2496,1.0920239999999999,-0.013848,0.108516,1.5149856,1.49389997037,1600.848,2391.50677976,0.15680000000000002,17279.11876400367,1622.2749244822949,15656.843839521374,16317.669993350453
2497,1.092018,-0.013885999999999999,0.108512,1.5149392,1.4938540468,1600.636,2391.11656605,0.15680000000000002,17269.482240963072,1621.6270511098978,15647.855189853175,16301.812695763047
2498,1.092012,-0.013923999999999999,0.108508,1.5148928,1.49380812323,1600.424,2390.72637181,0.15680000000000002,17259.848081820393,1620.9791777375005,15638.868904082892,16285.96529533357
2499,1.092006,-0.013961999999999999,0.108504,1.5148464,1.49376219966,1600.212,2390.33619703,0.15680000000000002,17250.216286362473,1620.3313043651033,15629.88498199737,16270.127788933227
2500,1.092,-0.013999999999999999,0.1085,1.5148,1.49371627608,1600.0,2389.94604174,0.11760000000000001,17240.586854376113,1619.6834309927067,15620.903423383406,16254.30017343353
2501,1.091994,-0.014037999999999998,0.108496,1.5147536,1.49367035251,1599.788,2389.55590591,0.11760000000000001,17230.959785648156,1619.0355576203094,15611.924228027847,16238.482445706357
2502,1.091988,-0.014076000000000002,0.108492,1.5147072,1.49362442894,1599.576,2389.16578955,0.11760000000000001,17221.33507996542,1618.3876842479121,15602.94739571751,16222.674602623903
2503,1.091982,-0.014114000000000002,0.108488,1.5146608,1.49357850537,1599.364,2388.77569267,0.11760000000000001,17211.71273711472,1617.739810875515,15593.972926239207,16206.876641058705
2504,1.091976,-0.014152000000000001,0.108484,1.5146144,1.4935325818,1599.152,2388.38561525,0.11760000000000001,17202.0927568829,1617.091937503118,15585.00081937978,16191.088557883653
2505,1.0919699999999999,-0.014190000000000001,0.10848,1.514568,1.49348665823,1598.94,2387.99555731,0.11760000000000001,17192.475139056773,1616.444064130721,15576.031074926052,16175.310349971951
2506,1.091964,-0.014228000000000001,0.108476,1.5145216,1.49344073466,1598.728,2387.60551884,0.11760000000000001,17182.85988342316,1615.796190758324,15567.063692664837,16159.54201419715
2507,1.091958,-0.014266000000000001,0.108472,1.5144752,1.49339481109,1598.516,2387.21549985,0.11760000000000001,17173.24698976891,1615.148317385927,15558.098672382985,16143.78354743314
2508,1.091952,-0.014304,0.108468,1.5144288,1.49334888752,1598.304,2386.82550032,0.11760000000000001,17163.636457880817,1614.5004440135297,15549.136013867288,16128.034946554144
2509,1.0919459999999999,-0.014342,0.108464,1.5143824,1.49330296395,1598.092,2386.43552026,0.11760000000000001,17154.02828754572,1613.8525706411324,15540.175716904587,16112.296208434731
2510,1.09194,-0.01438,0.10846,1.514336,1.49325704038,1597.88,2386.04555968,0.11760000000000001,17144.42247855044,1613.2046972687358,15531.217781281706,16096.567329949796
2511,1.091934,-0.014418,0.108456,1.5142896,1.49321111681,1597.6680000000001,2385.65561857,0.11760000000000001,17134.819030681814,1612.5568238963385,15522.262206785475,16080.848307974577
2512,1.091928,-0.014456,0.10845199999999999,1.5142432,1.49316519324,1597.4560000000001,2385.26569693,0.11760000000000001,17125.217943726646,1611.9089505239413,15513.308993202705,16065.139139384652
2513,1.091922,-0.014494,0.108448,1.5141968,1.49311926967,1597.2440000000001,2384.87579476,0.11760000000000001,17115.619217471787,1611.2610771515442,15504.358140320242,16049.439821055923
2514,1.0919159999999999,-0.014532,0.108444,1.5141504,1.4930733461,1597.0320000000002,2384.48591206,0.11760000000000001,17106.022851704034,1610.6132037791474,15495.409647924887,16033.750349864651
2515,1.09191,-0.01457,0.10844,1.514104,1.49302742253,1596.8200000000002,2384.09604884,0.11760000000000001,17096.428846210234,1609.9653304067501,15486.463515803483,16018.070722687413
2516,1.091904,-0.014608,0.108436,1.5140576,1.49298149896,1596.6080000000002,2383.70620509,0.11760000000000001,17086.837200777194,1609.317457034353,15477.519743742841,16002.400936401129
2517,1.091898,-0.014646,0.108432,1.5140112,1.49293557539,1596.3960000000002,2383.3163808,0.11760000000000001,17077.247915191758,1608.669583661956,15468.578331529801,15986.740987883077
2518,1.0918919999999999,-0.014684,0.108428,1.5139648,1.49288965182,1596.184,2382.92657599,0.11760000000000001,17067.66098924074,1608.0217102895588,15459.639278951181,15971.090874010839
2519,1.091886,-0.014721999999999999,0.10842399999999999,1.5139184,1.49284372824,1595.972,2382.53679065,0.11760000000000001,17058.07642271096,1607.373836917162,15450.702585793799,15955.450591662351
2520,1.09188,-0.014759999999999999,0.10842,1.513872,1.49279780467,1595.76,2382.14702479,0.11760000000000001,17048.494215389248,1606.725963544765,15441.768251844484,15939.820137715888
2521,1.091874,-0.014797999999999999,0.108416,1.5138256,1.4927518811,1595.548,2381.75727839,0.11760000000000001,17038.91436706244,1606.0780901723676,15432.836276890072,15924.199509050062
2522,1.091868,-0.014835999999999998,0.108412,1.5137792,1.49270595753,1595.336,2381.36755147,0.11760000000000001,17029.336877517344,1605.4302167999704,15423.906660717374,15908.588702543811
2523,1.0918619999999999,-0.014874000000000002,0.108408,1.5137328,1.49266003396,1595.124,2380.97784401,0.11760000000000001,17019.761746540793,1604.7823434275738,15414.979403113219,15892.987715076424
2524,1.091856,-0.014912000000000002,0.108404,1.5136864,1.49261411039,1594.912,2380.58815603,0.11760000000000001,17010.18897391961,1604.1344700551765,15406.054503864432,15877.39654352753
2525,1.09185,-0.014950000000000001,0.1084,1.51364,1.49256818682,1594.7,2380.19848752,0.11760000000000001,17000.618559440616,1603.4865966827792,15397.131962757838,15861.815184777073
2526,1.091844,-0.014988000000000001,0.10839599999999999,1.5135936,1.49252226325,1594.488,2379.80883849,0.11760000000000001,16991.05050289064,1602.8387233103822,15388.211779580259,15846.243635705352
2527,1.0918379999999999,-0.015026000000000001,0.108392,1.5135472,1.49247633968,1594.276,2379.41920892,0.11760000000000001,16981.484804056516,1602.1908499379851,15379.29395411853,15830.681893193001
2528,1.091832,-0.015064000000000001,0.108388,1.5135008,1.49243041611,1594.0639999999999,2379.02959883,0.11760000000000001,16971.921462725055,1601.542976565588,15370.378486159467,15815.129954120996
2529,1.091826,-0.015102,0.108384,1.5134544,1.49238449254,1593.8519999999999,2378.6400082,0.11760000000000001,16962.36047868308,1600.895103193191,15361.46537548989,15799.58781537063
2530,1.09182,-0.01514,0.10838,1.513408,1.49233856897,1593.6399999999999,2378.25043705,0.11760000000000001,16952.80185171743,1600.247229820794,15352.554621896637,15784.055473823559
2531,1.091814,-0.015178,0.108376,1.5133616,1.4922926454,1593.4279999999999,2377.86088537,0.11760000000000001,16943.24558161492,1599.5993564483967,15343.646225166523,15768.532926361755
2532,1.091808,-0.015216,0.108372,1.5133152,1.49224672183,1593.216,2377.47135316,0.11760000000000001,16933.69166816238,1598.951483076,15334.74018508638,15753.020169867543
2533,1.091802,-0.015254,0.108368,1.5132688,1.49220079826,1593.004,2377.08184043,0.11760000000000001,16924.14011114663,1598.303609703603,15325.836501443027,15737.517201223583
2534,1.091796,-0.015292,0.108364,1.5132224,1.49215487469,1592.792,2376.69234716,0.11760000000000001,16914.5909103545,1597.6557363312056,15316.935174023292,15722.024017312855
2535,1.09179,-0.01533,0.10836,1.513176,1.49210895112,1592.58,2376.30287337,0.11760000000000001,16905.044065572805,1597.0078629588083,15308.036202613997,15706.540615018705
2536,1.0917839999999999,-0.015368,0.108356,1.5131296,1.49206302755,1592.368,2375.91341905,0.11760000000000001,16895.49957658838,1596.3599895864113,15299.139587001968,15691.066991224778
2537,1.091778,-0.015406,0.108352,1.5130832,1.49201710398,1592.156,2375.5239842,0.11760000000000001,16885.95744318805,1595.7121162140145,15290.245326974036,15675.603142815098
2538,1.091772,-0.015444,0.108348,1.5130368,1.4919711804,1591.944,2375.13456882,0.11760000000000001,16876.41766515864,1595.0642428416172,15281.35342231702,15660.149066673997
2539,1.091766,-0.015482,0.108344,1.5129904,1.49192525683,1591.732,2374.74517291,0.11760000000000001,16866.880242286963,1594.4163694692202,15272.463872817743,15644.70475968616
2540,1.09176,-0.015519999999999999,0.10834,1.512944,1.49187933326,1591.52,2374.35579648,0.11760000000000001,16857.345174359853,1593.7684960968231,15263.576678263029,15629.270218736601
2541,1.091754,-0.015557999999999999,0.108336,1.5128976,1.49183340969,1591.308,2373.96643951,0.11760000000000001,16847.81246116414,1593.1206227244259,15254.691838439714,15613.84544071067
2542,1.091748,-0.015595999999999999,0.108332,1.5128512,1.49178748612,1591.096,2373.57710202,0.11760000000000001,16838.282102486643,1592.472749352029,15245.809353134613,15598.430422494059
2543,1.091742,-0.015634,0.108328,1.5128048,1.49174156255,1590.884,2373.187784,0.11760000000000001,16828.754098114183,1591.824875979632,15236.929222134551,15583.025160972798
2544,1.091736,-0.015672000000000002,0.108324,1.5127584,1.49169563898,1590.672,2372.79848545,0.11760000000000001,16819.228447833586,1591.1770026072347,15228.05144522635,15567.629653033246
2545,1.0917299999999999,-0.015710000000000002,0.10832,1.512712,1.49164971541,1590.46,2372.40920637,0.11760000000000001,16809.705151431688,1590.5291292348375,15219.17602219685,15552.243895562113
2546,1.091724,-0.015748,0.108316,1.5126656,1.49160379184,1590.248,2372.01994677,0.11760000000000001,16800.1842086953,1589.8812558624409,15210.302952832859,15536.867885446425
2547,1.091718,-0.015786,0.108312,1.5126192,1.49155786827,1590.036,2371.63070663,0.11760000000000001,16790.665619411255,1589.2333824900436,15201.432236921211,15521.501619573583
2548,1.091712,-0.015824,0.108308,1.5125728,1.4915119447,1589.824,2371.24148597,0.11760000000000001,16781.149383366377,1588.5855091176463,15192.563874248732,15506.145094831278
2549,1.091706,-0.015862,0.108304,1.5125264,1.49146602113,1589.612,2370.85228478,0.11760000000000001,16771.635500347486,1587.9376357452493,15183.697864602236,15490.798308107567
2550,1.0917,-0.0159,0.1083,1.51248,1.49142009756,1589.4,2370.46310306,0.11760000000000001,16762.123970141412,1587.2897623728522,15174.83420776856,15475.461256290844
2551,1.091694,-0.015938,0.108296,1.5124336,1.49137417399,1589.188,2370.07394081,0.11760000000000001,16752.614792534976,1586.6418890004552,15165.97290353452,15460.133936269827
2552,1.091688,-0.015976,0.108292,1.5123872,1.49132825042,1588.976,2369.68479803,0.11760000000000001,16743.107967315,1585.9940156280582,15157.113951686944,15444.816344933577
2553,1.091682,-0.016014,0.108288,1.5123408,1.49128232685,1588.7640000000001,2369.29567473,0.11760000000000001,16733.603494268325,1585.346142255661,15148.257352012664,15429.5084791715
2554,1.0916759999999999,-0.016052,0.108284,1.5122944,1.49123640328,1588.5520000000001,2368.9065709,0.11760000000000001,16724.101373181762,1584.6982688832638,15139.403104298499,15414.210335873342
2555,1.09167,-0.01609,0.10828,1.512248,1.49119047971,1588.3400000000001,2368.51748654,0.11760000000000001,16714.601603842137,1584.050395510867,15130.55120833127,15398.92191192915
2556,1.091664,-0.016128,0.108276,1.5122016,1.49114455613,1588.1280000000002,2368.12842165,0.11760000000000001,16705.104186036275,1583.40252213847,15121.701663897806,15383.643204229358
2557,1.091658,-0.016166,0.108272,1.5121552,1.49109863256,1587.9160000000002,2367.73937623,0.11760000000000001,16695.609119551005,1582.7546487660727,15112.854470784932,15368.374209664711
2558,1.091652,-0.016204,0.108268,1.5121088,1.49105270899,1587.7040000000002,2367.35035028,0.11760000000000001,16686.116404173146,1582.1067753936754,15104.009628779471,15353.114925126287
2559,1.091646,-0.016242,0.108264,1.5120624,1.49100678542,1587.492,2366.96134381,0.11760000000000001,16676.62603968953,1542.7890585650994,15133.83698112443,15364.607126682116
2560,1.09164,-0.01628,0.10826,1.512016,1.49096086185,1587.28,2366.5723568,0.11760000000000001,16667.138025886976,1542.1570269966583,15124.980998890318,15349.345346847364
2561,1.091634,-0.016318,0.108256,1.5119696,1.49091493828,1587.068,2366.18338927,0.11760000000000001,16657.65236255231,1541.524995428217,15116.127367124094,15334.093276690159
2562,1.091628,-0.016356,0.108252,1.5119232,1.49086901471,1586.856,2365.79444121,0.11760000000000001,16648.16904947236,1540.8929638597756,15107.276085612582,15318.850913102928
2563,1.0916219999999999,-0.016394,0.108248,1.5118768,1.49082309114,1586.644,2365.40551262,0.11760000000000001,16638.688086433947,1540.2609322913345,15098.427154142613,15303.61825297846
2564,1.091616,-0.016432,0.10824399999999999,1.5118304,1.49077716757,1586.432,2365.0166035,0.11760000000000001,16629.2094732239,1539.6289007228934,15089.580572501005,15288.395293209855
2565,1.09161,-0.01647,0.10824,1.511784,1.490731244,1586.22,2364.62771386,0.11760000000000001,16619.733209629037,1538.9968691544518,15080.736340474585,15273.182030690548
2566,1.091604,-0.016508000000000002,0.108236,1.5117376,1.49068532043,1586.008,2364.23884368,0.11760000000000001,16610.25929543619,1538.3648375860105,15071.89445785018,15257.978462314333
2567,1.091598,-0.016546,0.108232,1.5116912,1.49063939686,1585.796,2363.84999298,0.11760000000000001,16600.787730432177,1537.7328060175691,15063.054924414608,15242.784584975336
2568,1.091592,-0.016584,0.108228,1.5116448,1.49059347329,1585.584,2363.46116175,0.11760000000000001,16591.318514403836,1537.100774449128,15054.217739954707,15227.600395568012
2569,1.091586,-0.016622,0.108224,1.5115984,1.49054754972,1585.372,2363.07234999,0.11760000000000001,16581.85164713798,1536.468742880687,15045.382904257294,15212.42589098715
2570,1.09158,-0.01666,0.10822,1.511552,1.49050162615,1585.1599999999999,2362.6835577,0.11760000000000001,16572.387128421433,1535.8367113122456,15036.550417109187,15197.261068127878
2571,1.091574,-0.016698,0.10821599999999999,1.5115056,1.49045570258,1584.9479999999999,2362.29478489,0.11760000000000001,16562.924958041025,1535.2046797438043,15027.72027829722,15182.105923885678
2572,1.0915679999999999,-0.016736,0.108212,1.5114592,1.49040977901,1584.7359999999999,2361.90603154,0.11760000000000001,16553.46513578358,1534.5726481753632,15018.892487608216,15166.960455156352
2573,1.091562,-0.016774,0.108208,1.5114128,1.49036385544,1584.524,2361.51729767,0.11760000000000001,16544.007661435924,1533.9406166069218,15010.067044829002,15151.82465883604
2574,1.091556,-0.016812,0.108204,1.5113664,1.49031793187,1584.312,2361.12858327,0.11760000000000001,16534.55253478488,1533.3085850384805,15001.2439497464,15136.698531821226
2575,1.09155,-0.01685,0.1082,1.51132,1.49027200829,1584.1,2360.73988834,0.11760000000000001,16525.099755617266,1532.6765534700394,14992.423202147227,15121.582071008723
2576,1.091544,-0.016888,0.108196,1.5112736,1.49022608472,1583.888,2360.35121288,0.11760000000000001,16515.64932371992,1532.044521901598,14983.604801818323,15106.475273295697
2577,1.091538,-0.016926,0.108192,1.5112272,1.49018016115,1583.676,2359.9625569,0.11760000000000001,16506.201238879665,1531.412490333157,14974.788748546507,15091.378135579635
2578,1.091532,-0.016964,0.10818799999999999,1.5111808,1.49013423758,1583.464,2359.57392038,0.11760000000000001,16496.755500883322,1530.7804587647156,14965.975042118607,15076.29065475837
2579,1.091526,-0.017002,0.108184,1.5111344,1.49008831401,1583.252,2359.18530334,0.11760000000000001,16487.31210951771,1530.1484271962743,14957.163682321434,15061.212827730056
2580,1.09152,-0.01704,0.10818,1.511088,1.49004239044,1583.04,2358.79670577,0.11760000000000001,16477.871064569663,1529.516395627833,14948.354668941829,15046.144651393213
2581,1.0915139999999999,-0.017078,0.108176,1.5110416,1.48999646687,1582.828,2358.40812767,0.11760000000000001,16468.432365825996,1528.8843640593918,14939.548001766605,15031.086122646671
2582,1.091508,-0.017116,0.108172,1.5109952,1.4899505433,1582.616,2358.01956904,0.11760000000000001,16458.99601307355,1528.2523324909507,14930.743680582598,15016.037238389617
2583,1.091502,-0.017154,0.108168,1.5109488,1.48990461973,1582.404,2357.63102988,0.11760000000000001,16449.562006099135,1527.6203009225092,14921.941705176625,15000.997995521562
2584,1.091496,-0.017192,0.108164,1.5109024,1.48985869616,1582.192,2357.2425102,0.11760000000000001,16440.130344689584,1526.988269354068,14913.142075335516,14985.968390942364
2585,1.09149,-0.01723,0.10816,1.510856,1.48981277259,1581.98,2356.85400998,0.11760000000000001,16430.701028631716,1526.3562377856267,14904.34479084609,14970.948421552204
2586,1.091484,-0.017268,0.108156,1.5108096,1.48976684902,1581.768,2356.46552924,0.11760000000000001,16421.274057712362,1525.7242062171856,14895.549851495176,14955.938084251618
2587,1.091478,-0.017306000000000002,0.108152,1.5107632,1.48972092545,1581.556,2356.07706797,0.11760000000000001,16411.849431718343,1525.0921746487443,14886.7572570696,14940.937375941468
2588,1.091472,-0.017344000000000002,0.108148,1.5107168,1.48967500188,1581.344,2355.68862617,0.11760000000000001,16402.42715043648,1545.7452368880304,14856.681913548451,14922.482494011816
2589,1.091466,-0.017382,0.108144,1.5106704,1.48962907831,1581.132,2355.30020384,0.11760000000000001,16393.00721365361,1545.1043806538312,14847.90283299978,14907.503905929992
2590,1.0914599999999999,-0.01742,0.10814,1.510624,1.48958315474,1580.92,2354.91180099,0.11760000000000001,16383.589621156549,1544.4635244196324,14839.126096736916,14892.534936352453
2591,1.091454,-0.017458,0.108136,1.5105776,1.48953723117,1580.708,2354.5234176,0.11760000000000001,16374.174372732117,1543.8226681854335,14830.351704546683,14877.575582181402
2592,1.091448,-0.017496,0.108132,1.5105312,1.4894913076,1580.496,2354.13505369,0.11760000000000001,16364.761468167153,1543.1818119512343,14821.57965621592,14862.625840319402
2593,1.091442,-0.017534,0.108128,1.5104848,1.48944538403,1580.284,2353.74670925,0.11760000000000001,16355.35090724847,1542.540955717035,14812.809951531435,14847.68570766934
2594,1.091436,-0.017572,0.108124,1.5104384,1.48939946045,1580.0720000000001,2353.35838428,0.11760000000000001,16345.942689762895,1541.9000994828361,14804.042590280058,14832.755181134427
2595,1.09143,-0.01761,0.10812,1.510392,1.48935353688,1579.8600000000001,2352.97007878,0.11760000000000001,16336.53681549726,1541.2592432486372,14795.277572248622,14817.834257618239
2596,1.091424,-0.017648,0.108116,1.5103456,1.48930761331,1579.6480000000001,2352.58179276,0.11760000000000001,16327.133284238382,1540.6183870144382,14786.514897223944,14802.922934024671
2597,1.091418,-0.017686,0.108112,1.5102992,1.48926168974,1579.4360000000001,2352.1935262,0.11760000000000001,16317.732095773092,1539.9775307802392,14777.754564992852,14788.021207257967
2598,1.091412,-0.017724,0.108108,1.5102528,1.48921576617,1579.2240000000002,2351.80527912,0.11760000000000001,16308.33324988821,1539.3366745460403,14768.99657534217,14773.129074222692
2599,1.0914059999999999,-0.017762,0.108104,1.5102064,1.4891698426,1579.0120000000002,2351.41705151,0.11760000000000001,16298.93674637056,1538.695818311841,14760.24092805872,14758.246531823752
2600,1.0914,-0.0178,0.1081,1.51016,1.48912391903,1578.8000000000002,2351.02884337,0.11760000000000001,16289.54258500697,1538.054962077642,14751.487622929328,14743.373576966409
2601,1.091394,-0.017838,0.108096,1.5101136,1.48907799546,1578.588,2350.6406547,0.11760000000000001,16280.150765584258,1537.414105843443,14742.736659740815,14728.510206556239
2602,1.091388,-0.017876,0.108092,1.5100672,1.48903207189,1578.376,2350.2524855,0.11760000000000001,16270.761287889267,1536.7732496092442,14733.988038280022,14713.656417499167
2603,1.091382,-0.017914,0.108088,1.5100208,1.48898614832,1578.164,2349.86433578,0.11760000000000001,16261.374151708806,1536.132393375045,14725.241758333761,14698.812206701457
2604,1.091376,-0.017952,0.108084,1.5099744,1.48894022475,1577.952,2349.47620552,0.11760000000000001,16251.9893568297,1535.491537140846,14716.497819688853,14683.977571069698
2605,1.09137,-0.01799,0.10808,1.509928,1.48889430118,1577.74,2349.08809474,0.11760000000000001,16242.606903038777,1534.850680906647,14707.75622213213,14669.152507510831
2606,1.091364,-0.018028,0.108076,1.5098816,1.48884837761,1577.528,2348.70000343,0.11760000000000001,16233.226790122868,1534.2098246724481,14699.01696545042,14654.337012932125
2607,1.091358,-0.018066,0.108072,1.5098352,1.48880245404,1577.316,2348.31193159,0.11760000000000001,16223.849017868793,1533.568968438249,14690.280049430545,14639.531084241193
2608,1.0913519999999999,-0.018104,0.108068,1.5097888,1.48875653047,1577.104,2347.92387923,0.11760000000000001,16214.473586063374,1532.92811220405,14681.545473859323,14624.73471834597
2609,1.091346,-0.018142000000000002,0.108064,1.5097424,1.4887106069,1576.892,2347.53584633,0.11760000000000001,16205.100494493434,1532.287255969851,14672.813238523582,14609.94791215475
2610,1.09134,-0.01818,0.10806,1.509696,1.48866468333,1576.68,2347.14783291,0.11760000000000001,16195.72974294581,1531.6463997356518,14664.083343210159,14595.170662576147
2611,1.091334,-0.018218,0.108056,1.5096496,1.48861875976,1576.4679999999998,2346.75983895,0.11760000000000001,16186.361331207308,1531.0055435014528,14655.355787705856,14580.40296651912
2612,1.091328,-0.018256,0.108052,1.5096032,1.48857283619,1576.2559999999999,2346.37186447,0.11760000000000001,16176.995259064777,1530.3646872672539,14646.630571797523,14565.64482089297
2613,1.091322,-0.018294,0.108048,1.5095568,1.48852691261,1576.0439999999999,2345.98390947,0.11760000000000001,16167.631526305022,1529.723831033055,14637.907695271966,14550.89622260732
2614,1.091316,-0.018332,0.108044,1.5095104,1.48848098904,1575.8319999999999,2345.59597393,0.11760000000000001,16158.270132714875,1529.082974798856,14629.18715791602,14536.157168572145
2615,1.09131,-0.01837,0.10804,1.509464,1.48843506547,1575.62,2345.20805786,0.11760000000000001,16148.911078081162,1528.442118564657,14620.468959516505,14521.427655697744
2616,1.091304,-0.018408,0.108036,1.5094176,1.4883891419,1575.408,2344.82016127,0.11760000000000001,16139.554362190704,1527.8012623304578,14611.753099860245,14506.707680894771
2617,1.0912979999999999,-0.018446,0.108032,1.5093712,1.48834321833,1575.196,2344.43228414,0.11760000000000001,16130.199984830326,1527.1604060962588,14603.039578734068,14491.997241074194
2618,1.091292,-0.018484,0.108028,1.5093248,1.48829729476,1574.984,2344.04442649,0.11760000000000001,16120.847945786862,1526.5195498620599,14594.328395924802,14477.296333147344
2619,1.091286,-0.018522,0.108024,1.5092784,1.48825137119,1574.772,2343.65658831,0.11760000000000001,16111.441039313242,1525.8786936278607,14585.562345685381,14462.583120795398
2620,1.09128,-0.01856,0.10802,1.509232,1.48820544762,1574.56,2343.26876961,0.11760000000000001,16102.021284089109,1525.2378373936617,14576.783446695448,14447.873658757106
2621,1.091274,-0.018598,0.108016,1.5091856,1.48815952405,1574.348,2342.88097037,0.11760000000000001,16092.60394465185,1524.5969811594628,14568.006963492388,14433.173772343203
2622,1.091268,-0.018636,0.108012,1.5091392,1.48811360048,1574.136,2342.49319061,0.11760000000000001,16083.18902076653,1523.9561249252638,14559.232895841265,14418.48345842051
2623,1.091262,-0.018674,0.10800799999999999,1.5090928,1.48806767691,1573.924,2342.10543031,0.11760000000000001,16073.776512198216,1523.3152686910648,14550.46124350715,14403.802713856172
2624,1.091256,-0.018712,0.108004,1.5090464,1.48802175334,1573.712,2341.71768949,0.11760000000000001,16064.366418711967,1522.6744124568656,14541.692006255102,14389.131535517705
2625,1.09125,-0.01875,0.108,1.509,1.48797582977,1573.5,2341.32996814,0.11760000000000001,16054.958740072849,1522.0335562226667,14532.925183850182,14374.469920272986
2626,1.0912439999999999,-0.018788,0.107996,1.5089536,1.4879299062,1573.288,2340.94226626,0.11760000000000001,16045.553476045932,1521.3926999884677,14524.160776057464,14359.817864990226
2627,1.091238,-0.018826,0.107992,1.5089072,1.48788398263,1573.076,2340.55458386,0.11760000000000001,16036.15062639628,1520.7518437542685,14515.398782642013,14345.175366537986
2628,1.091232,-0.018864,0.107988,1.5088608,1.48783805906,1572.864,2340.16692092,0.11760000000000001,16026.750190888954,1520.1109875200696,14506.639203368884,14330.542421785181
2629,1.091226,-0.018902,0.107984,1.5088144,1.48779213549,1572.652,2339.77927746,0.11760000000000001,16017.352169289026,1519.4701312858706,14497.882038003156,14315.919027601089
2630,1.09122,-0.018940000000000002,0.10797999999999999,1.508768,1.48774621192,1572.44,2339.39165346,0.11760000000000001,16007.956561361552,1518.8292750516716,14489.12728630988,14301.305180855321
2631,1.091214,-0.018978000000000002,0.107976,1.5087216,1.48770028835,1572.228,2339.00404894,0.11760000000000001,15998.563366871607,1518.1884188174724,14480.374948054136,14286.700878417849
2632,1.091208,-0.019016,0.107972,1.5086752,1.48765436477,1572.016,2338.6164639,0.11760000000000001,15989.172585584245,1517.5475625832737,14471.625023000972,14272.106117159004
